Kilusiktok Creek	id=g:5866266
Oil Lake	id=g:5870667
Oil Platform Anna	id=g:5870668
Oil Platform Baker	id=g:5870669
Oil Platform Bruce	id=g:5870670
Oil Platform C	id=g:5870671
Oil Platform Dolly Varden	id=g:5870672
Oil Platform Granite Point	id=g:5870673
Oil Platform Grayling	id=g:5870674
Oil Platform King	id=g:5870675
Oil Platform Mono	id=g:5870676
Oil Platform Spark	id=g:5870677
Oil Platform Trading Bay	id=g:5870678
Oil Point	id=g:5870679
Oil Reef	id=g:5870680
Oiluluk Lake	id=g:5870681
Oily Lake	id=g:5870682
Ernest Thompson Lake	id=g:5949306
Ernfold	id=g:5949307
Ernie Lake	id=g:5949308
Ernie Lake	id=g:5949309
Ernie Leech Island	id=g:5949310
Ernies Lake	id=g:5949311
Ernies Lake	id=g:5949312
Ernies Point	id=g:5949313
Ern Lake	id=g:5949314
Erns Island	id=g:5949315
Ernst Brook	id=g:5949316
Ernst Creek	id=g:5949317
Ernst Gut	id=g:5949318
Ernst Island	id=g:5949319
Ernst Island	id=g:5949320
Ernst Lake	id=g:5949321
Eros Lake	id=g:5949322
Erratics Island	id=g:5949323
Erratum Peak	id=g:5949324
Errett Lake	id=g:5949325
Errettsville	id=g:5949326
Errey Lake	id=g:5949327
Errigal Point	id=g:5949328
Errington	id=g:5949329
Errington	id=g:5949330
Errington Creek	id=g:5949331
Errington Hill	id=g:5949332
Errington Lake	id=g:5949333
Errington Lake	id=g:5949334
Errin Lake	id=g:5949335
Errol	id=g:5949336
Errol Creek	id=g:5949337
Errol Lake	id=g:5949338
Error Creek	id=g:5949339
Error Lake	id=g:5949340
Error Lake	id=g:5949341
Error Lakes	id=g:5949342
Erskine	id=g:5949343
Erskine Inlet	id=g:5949344
Erskine Island	id=g:5949345
Erskine Lake	id=g:5949346
Erskine Lake	id=g:5949347
Erskine Point	id=g:5949348
Ervick	id=g:5949349
Ervin Brook	id=g:5949350
Ervin Creek	id=g:5949351
Ervine Creek	id=g:5949352
Erwin Point	id=g:5949353
Erwood	id=g:5949354
Erzinger Lake	id=g:5949355
Esaruk Lake	id=g:5949356
Esary Lake	id=g:5949357
Esau Channel	id=g:5949358
Esau Hill	id=g:5949359
Esau Rowsell Bank	id=g:5949360
Esaus Pond	id=g:5949361
Esayoo Bay	id=g:5949362
Esbataottine Mountain	id=g:5949363
Escalade Glacier	id=g:5949364
Escalade Peak	id=g:5949365
Escalante Island	id=g:5949366
Escalante Point	id=g:5949367
Escalante River	id=g:5949368
Escalante Rocks	id=g:5949369
Escape Creek	id=g:5949370
Escape Lake	id=g:5949371
Escape Point	id=g:5949372
Escape Point	id=g:5949373
Escape Rapids	id=g:5949374
Escape Rapids	id=g:5949375
Escape Reef	id=g:5949376
Escape Reef	id=g:5949377
Escape Reef	id=g:5949378
Escape Reef	id=g:5949379
Escape Reefs	id=g:5949380
Escape Ridge	id=g:5949381
Escarpement Bagot	id=g:5949382
Escarpement d'Eardley	id=g:5949383
Escarpement du Vieux Fort	id=g:5949384
Escarpement Eyrie	id=g:5949385
Escarpement Tryon	id=g:5949386
Escarpment Glacier	id=g:5949387
Escarpment Lake	id=g:5949388
Escarpment Mountain	id=g:5949389
Escarpment Peak	id=g:5949390
Escarpment River	id=g:5949391
Escort Lake	id=g:5949392
Escott	id=g:5949393
Escott	id=g:5949394
Esdras Glacier	id=g:5949395
Esgriseilles	id=g:5949396
Esher	id=g:5949397
Esher	id=g:5949398
Eshpabekong Island	id=g:5949399
Eshulik Lake	id=g:5949400
Esja Peak	id=g:5949401
Esk	id=g:5949402
Eskai Creek	id=g:5949403
Eskakwa Falls	id=g:5949404
Eskasoni	id=g:5949405
Eskasoni 3	id=g:5949406
Eskasoni 3A	id=g:5949407
Eskay Creek	id=g:5949408
Eskay Lake	id=g:5949409
Eskbank	id=g:5949410
Esker	id=g:5949411
Esker Bay	id=g:5949412
Esker Bay	id=g:5949413
Esker Channel	id=g:5949414
Esker Creek	id=g:5949415
Esker Creek	id=g:5949416
Esker Creek	id=g:5949417
Esker du Pied de Loup	id=g:5949418
Esker Ippikallait	id=g:5949419
Esker Ippikallait	id=g:5949420
Esker Ippikutaaq	id=g:5949421
Esker Island	id=g:5949422
Esker Island	id=g:5949423
Esker Island	id=g:5949424
Esker Kawakataukau Useyau	id=g:5949425
Esker Lake	id=g:5949426
Esker Lake	id=g:5949427
Esker Lake	id=g:5949428
Esker Lake	id=g:5949429
Esker Lake	id=g:5949430
Esker Lake	id=g:5949431
Esker Lake	id=g:5949432
Esker Lake	id=g:5949433
Esker Lake	id=g:5949434
Esker Lake	id=g:5949435
Esker Lake	id=g:5949436
Esker Lake	id=g:5949437
Esker Lake	id=g:5949438
Esker Lake	id=g:5949439
Esker Lake	id=g:5949440
Esker Lake	id=g:5949441
Esker Lake	id=g:5949442
Esker Lake	id=g:5949443
Esker Lakes	id=g:5949444
Esker Lakes Provincial Park	id=g:5949445
Esker Point	id=g:5949446
Esker Point	id=g:5949447
Esker Point	id=g:5949448
Esker Point	id=g:5949449
Esker Pond	id=g:5949450
Esker Qimirlugaraaluk	id=g:5949451
Eskers Ippialuit	id=g:5949452
Eskers Park	id=g:5949453
Eskimo Bank	id=g:5949454
Eskimo Bluff	id=g:5949455
Eskimo Glacier	id=g:5949456
Eskimo Harbour	id=g:5949457
Eskimo Inlet	id=g:5949458
Eskimo Island	id=g:5949459
Eskimo Lake	id=g:5949460
Eskimo Lakes	id=g:5949461
Eskimo Narrows	id=g:5949462
Eskimo Pass	id=g:5949463
Eskimo Peak	id=g:5949464
Eskimo Point	id=g:5949465
Eskimo Point	id=g:5949466
Eskimo Point	id=g:5949467
Esk Lake	id=g:5949468
Esk Lake	id=g:5949469
Eskona Mountain	id=g:5949470
Esko Rapids	id=g:5949471
Eskridge Creek	id=g:5949472
Eskwanonwatin Lake	id=g:5949473
Eskwinagun Lakes	id=g:5949474
Esler	id=g:5949475
Esling Creek	id=g:5949476
Esmanville	id=g:5949477
Esmay Lake	id=g:5949478
Esme	id=g:5949479
Esmee Lake	id=g:5949480
Esmeralda Peak	id=g:5949481
Esmond Creek	id=g:5949482
Esmond Creek	id=g:5949483
Esmonde	id=g:5949484
Esnagami	id=g:5949485
Esnagami Lake	id=g:5949486
Esnagami River	id=g:5949487
Esnagi Lake	id=g:5949488
Esowista Indian Reserve 3	id=g:5949489
Esowista Peninsula	id=g:5949490
Esox Lake	id=g:5949491
Espaniel Lake	id=g:5949492
Espanola	id=g:5949493
Espanola Bay	id=g:5949494
Espapeka Island	id=g:5949495
Espee Range	id=g:5949496
Esperanza	id=g:5949497
Esperanza Inlet	id=g:5949498
Esperey	id=g:5949499
Esperon Creek	id=g:5949500
Esperon Lake	id=g:5949501
Espeseth Cove	id=g:5949502
Espinosa Creek	id=g:5949503
Espinosa Inlet	id=g:5949504
Esplanade Bay	id=g:5949505
Esplanade Émilie-Gamelin	id=g:5949506
Esplanade Ernest-Cormier	id=g:5949507
Esplanade Mountain	id=g:5949508
Esplanade Range	id=g:5949509
Esquega	id=g:5949510
Esquesing	id=g:5949511
Esquimalt	id=g:5949512
Esquimalt	id=g:5949513
Esquimalt Harbour	id=g:5949514
Esquimalt Indian Reserve	id=g:5949515
Esquimalt Lagoon	id=g:5949516
Esquimalt Lagoon Bird Sanctuary	id=g:5949517
Esquimalt Land District	id=g:5949518
Esquimaux River	id=g:5949519
Essa	id=g:5949520
Essa	id=g:5949521
Essa	id=g:5949522
Essar Lake	id=g:5949523
Essar Lake	id=g:5949524
Ess Bend	id=g:5949525
Essem Lake	id=g:5949526
Essenburg Lake	id=g:5949527
Essens Lake	id=g:5949528
Esser Lake	id=g:5949529
Essery's Beach	id=g:5949530
Essex	id=g:5949531
Essex	id=g:5949532
Essex	id=g:5949533
Essex	id=g:5949534
Essex Island	id=g:5949535
Ess Hill	id=g:5949536
Ess Lake	id=g:5949537
Ess Lake	id=g:5949538
Ess Lake	id=g:5949539
Ess Lake	id=g:5949540
Ess Lake	id=g:5949541
Esson Creek	id=g:5949542
Essondale	id=g:5949543
Essondale Islet	id=g:5949544
Esson Lake	id=g:5949545
Essonville	id=g:5949546
Ess Slough	id=g:5949547
Esswein Creek	id=g:5949548
Estabrook Creek	id=g:5949549
Estabrook Lake	id=g:5949550
Estabrooks Cove	id=g:5949551
Estabrooks Lake	id=g:5949552
Estabrooks Pond	id=g:5949553
Estaing Shoal	id=g:5949554
Estaire	id=g:5949555
Estekwalan Mountain	id=g:5949556
Estella Creek	id=g:5949557
Estella Lakes	id=g:5949558
Estelle Lake	id=g:5949559
Esten	id=g:5949560
Esten Lake	id=g:5949561
Estérel	id=g:5949562
Esterhazy	id=g:5949563
Esterhazy Bay	id=g:5949564
Esterhazy Regional Park	id=g:5949565
Estero Basin	id=g:5949566
Estero Peak	id=g:5949567
Estevan	id=g:5949568
Estevan Airport	id=g:5949569
Estevan-Cambria Wildlife Management Unit	id=g:5949570
Estevan Group	id=g:5949571
Estevan Island	id=g:5949572
Estevan No. 5	id=g:5949573
Estevan Park Game Preserve	id=g:5949574
Estevan Point	id=g:5949575
Estevan Point	id=g:5949576
Estevan Reef	id=g:5949577
Estevan Sound	id=g:5949578
Estey Brook	id=g:5949579
Estey Brook	id=g:5949580
Estey Brook	id=g:5949581
Estey Creek	id=g:5949582
Estey Lake	id=g:5949583
Esther	id=g:5949584
Esther	id=g:5949585
Esther-Blondin	id=g:5949586
Esther Creek	id=g:5949587
Esther Head	id=g:5949588
Esther Island	id=g:5949589
Esther Lake	id=g:5949590
Esther Lake	id=g:5949591
Esther Lake	id=g:5949592
Esther March Bay	id=g:5949593
Esther Point	id=g:5949594
Esther Rock	id=g:5949595
Esther's Bluff	id=g:5949596
Esther Shoal	id=g:5949597
Estimauville	id=g:5949598
Estlin	id=g:5949599
Estmere	id=g:5949600
Eston	id=g:5949601
Eston Riverside Regional Park	id=g:5949602
Est-patrolas Indian Reserve 4	id=g:5949603
Estrades	id=g:5949604
Estrado Lagoon	id=g:5949605
Estran Aulassiviup Ikirasangata Imanga	id=g:5949606
Estrangement Creek	id=g:5949607
Estrangement Lake	id=g:5949608
Estran Ikkatujaaq	id=g:5949609
Estran Killiarusiup Tininnirujanga	id=g:5949610
Estran Nuitasuulik	id=g:5949611
Estran Papijjulik	id=g:5949612
Estran Tininganiarvik	id=g:5949613
Estran Tininnialuk	id=g:5949614
Estran Tininnirujaq	id=g:5949615
Estran Tinujjaumavik	id=g:5949616
Estran Tinujjauvik	id=g:5949617
Estran Tinujjauvik	id=g:5949618
Estrées	id=g:5949619
Estridge Lake	id=g:5949620
Estrie	id=g:5949621
Estrimont	id=g:5949622
Estshi Creek	id=g:5949623
Estsine Lake	id=g:5949624
Estuary	id=g:5949625
Estys Island	id=g:5949626
Etacho Point	id=g:5949627
Etagochile Creek	id=g:5949628
Eta Island	id=g:5949629
Eta Lake	id=g:5949630
Etamame Lake	id=g:5949631
Étamamiou	id=g:5949632
Etanda Lakes	id=g:5949633
Etane Creek	id=g:5949634
Étang à Ben	id=g:5949635
Étang à Caron	id=g:5949636
Étang à Castors	id=g:5949637
Étang à Castors	id=g:5949638
Étang à Castors	id=g:5949639
Étang à Davidson	id=g:5949640
Étang Adulte	id=g:5949641
Étang à Eugène	id=g:5949642
Étang à Ferdinand	id=g:5949643
Étang Agathe	id=g:5949644
Étang à Johnny à Eusèbe	id=g:5949645
Étang à Jules	id=g:5949646
Étang à l'Aise	id=g:5949647
Étang à la Loutre	id=g:5949648
Étang à la Pipe	id=g:5949649
Étang à la Truite	id=g:5949650
Étang Albert	id=g:5949651
Étang Allard	id=g:5949652
Étang à l'Ours	id=g:5949653
Étang André	id=g:5949654
Étang André	id=g:5949655
Étang Andrée	id=g:5949656
Étang à Pednault	id=g:5949657
Étang à Pierre	id=g:5949658
Étang à Procul-Bourgeois	id=g:5949659
Étang Armand	id=g:5949660
Étang à Ubald	id=g:5949661
Étang Aubiet	id=g:5949662
Étang aux Bleuets	id=g:5949663
Étang aux Branchus	id=g:5949664
Étang aux Brûlots	id=g:5949665
Étang aux Castors	id=g:5949666
Étang aux Cerises	id=g:5949667
Étang aux Chicots	id=g:5949668
Étang aux Crapauds	id=g:5949669
Étang aux Feuilles	id=g:5949670
Étang aux Goélands	id=g:5949671
Étang aux Libellules	id=g:5949672
Étang aux Maringouins	id=g:5949673
Étang aux Oies	id=g:5949674
Étang aux Saumons	id=g:5949675
Étang aux Trappes	id=g:5949676
Étang à Vallières	id=g:5949677
Étang Ayotte	id=g:5949678
Étang Baker	id=g:5949679
Étang Baribeau	id=g:5949680
Étang Beaudet	id=g:5949681
Étang Beaver	id=g:5949682
Étang Beaver	id=g:5949683
Étang Bélanger	id=g:5949684
Étang Belon	id=g:5949685
Étang Benny	id=g:5949686
Étang Bidet	id=g:5949687
Étang Big Hill	id=g:5949688
Étang Billy	id=g:5949689
Étang Bissot	id=g:5949690
Étang Blais	id=g:5949691
Étang Boisé	id=g:5949692
Étang Boisvert	id=g:5949693
Étang Bonnie	id=g:5949694
Étang Boon Loch	id=g:5949695
Étang Bourgeois	id=g:5949696
Étang Briant	id=g:5949697
Étang Bryan	id=g:5949698
Étang Buddy	id=g:5949699
Étang Bull	id=g:5949700
Étang Burbank	id=g:5949701
Étang Bussière	id=g:5949702
Étang Caché	id=g:5949703
Étang Caché	id=g:5949704
Étang Calan	id=g:5949705
Étang Carpentier	id=g:5949706
Étang Carrier	id=g:5949707
Étang Cart	id=g:5949708
Étang Casac	id=g:5949709
Étang Castonguay	id=g:5949710
Étang Castorville	id=g:5949711
Étang Cauchon	id=g:5949712
Étang Chalmers	id=g:5949713
Étang Chantal	id=g:5949714
Étang Chantale	id=g:5949715
Étang Chemin Tremblay	id=g:5949716
Étang Chicoine	id=g:5949717
Étang Chicotte	id=g:5949718
Étang Chim	id=g:5949719
Étang Claude	id=g:5949720
Étang Cliffs	id=g:5949721
Étang Cloutier	id=g:5949722
Étang Cloutier	id=g:5949723
Étang Coderre	id=g:5949724
Étang Colonial	id=g:5949725
Étang Connu	id=g:5949726
Étang Cook	id=g:5949727
Étang Corneille	id=g:5949728
Étang Cornu	id=g:5949729
Étang Coughlin	id=g:5949730
Étang Cusson	id=g:5949731
Étang Cyr	id=g:5949732
Étang Danielle	id=g:5949733
Étang Darcy	id=g:5949734
Étang Dave	id=g:5949735
Étang de Bob	id=g:5949736
Étang de Castors	id=g:5949737
Étang Deer	id=g:5949738
Étang Défossé	id=g:5949739
Étang de Hart	id=g:5949740
Étang de Kingsbury	id=g:5949741
Étang de la Barrière	id=g:5949742
Étang de l'Abattis	id=g:5949743
Étang de la Brigade	id=g:5949744
Étang de l'Acajou	id=g:5949745
Étang de la Camomille	id=g:5949746
Étang de la Carpe	id=g:5949747
Étang de la Castorie	id=g:5949748
Étang de l'Accordéon	id=g:5949749
Étang de la Chouette	id=g:5949750
Étang de la Chute	id=g:5949751
Étang de la Colline	id=g:5949752
Étang de la Crémone	id=g:5949753
Étang de la Cuvette	id=g:5949754
Étang de la Dame Brûlée	id=g:5949755
Étang de la Gazelle	id=g:5949756
Étang de la Gélinotte	id=g:5949757
Étang de la Géode	id=g:5949758
Étang de l'Agouti	id=g:5949759
Étang de la Hauteur	id=g:5949760
Étang de la Huppe	id=g:5949761
Étang de la Lande	id=g:5949762
Étang de l'Alose	id=g:5949763
Étang de La Martinique	id=g:5949764
Étang de la Martre	id=g:5949765
Étang de la Méduse	id=g:5949766
Étang de la Montagne à Boissé	id=g:5949767
Étang de la Morue	id=g:5949768
Étang de la Mouffette	id=g:5949769
Étang de la Moulac	id=g:5949770
Étang de l'Anchois	id=g:5949771
Étang de l'Anse du Portage	id=g:5949772
Étang de la Passe	id=g:5949773
Étang de la Perche	id=g:5949774
Étang de la Queue Plate	id=g:5949775
Étang de l'Artichaut	id=g:5949776
Étang de l'Atlas	id=g:5949777
Étang de la Trappe	id=g:5949778
Étang de l'Auberge Jouvence	id=g:5949779
Étang de la Vieille Maison	id=g:5949780
Étang de l'Engoulevent	id=g:5949781
Étang de l'Épave	id=g:5949782
Étang de l'Épinette Rouge	id=g:5949783
Étang de l'Érablière	id=g:5949784
Étang de l'Est	id=g:5949785
Étang de l'Hermine	id=g:5949786
Étang de l'Hôpital	id=g:5949787
Étang de l'Olivier	id=g:5949788
Étang de l'Ours	id=g:5949789
Étang de l'Urubu	id=g:5949790
Étang de Mandres	id=g:5949791
Étang Demers	id=g:5949792
Étang Dénommé	id=g:5949793
Étang des Brasénies	id=g:5949794
Étang des Caps	id=g:5949795
Étang des Castors	id=g:5949796
Étang des Épiaires	id=g:5949797
Étang des Esclaves	id=g:5949798
Étang des Genévriers	id=g:5949799
Étang des Îles	id=g:5949800
Étang des Îles	id=g:5949801
Étang des Îles	id=g:5949802
Étang des Loups	id=g:5949803
Étang des Mélèzes	id=g:5949804
Étang des Mouches à Feu	id=g:5949805
Étang des Mousses	id=g:5949806
Étang des Moustiques	id=g:5949807
Étang des Oies	id=g:5949808
Étang des Orioles	id=g:5949809
Étang des Ormes	id=g:5949810
Étang des Ouaouarons	id=g:5949811
Étang des Pissenlits	id=g:5949812
Étang des Sizerins	id=g:5949813
Étang des Sternes	id=g:5949814
Étang de Travers	id=g:5949815
Étang Diane	id=g:5949816
Étang Dionnet	id=g:5949817
Étang Diopside	id=g:5949818
Étang Dry	id=g:5949819
Étang du Ados	id=g:5949820
Étang du Bazooka	id=g:5949821
Étang du Bébé	id=g:5949822
Étang du Caillou	id=g:5949823
Étang du Caïman	id=g:5949824
Étang du Canard	id=g:5949825
Étang du Canard	id=g:5949826
Étang du Caneton	id=g:5949827
Étang du Carassin	id=g:5949828
Étang du Cardinal	id=g:5949829
Étang du Caribou	id=g:5949830
Étang du Castor	id=g:5949831
Étang du Castor	id=g:5949832
Étang du Castor	id=g:5949833
Étang du Chasseur	id=g:5949834
Étang du Chenal Thomas	id=g:5949835
Étang du Citron	id=g:5949836
Étang Duck	id=g:5949837
Étang Duck Hole	id=g:5949838
Étang du Club	id=g:5949839
Étang du Colibri	id=g:5949840
Étang du Corbeau	id=g:5949841
Étang du Corbeau	id=g:5949842
Étang du Coucou	id=g:5949843
Étang du Crabe	id=g:5949844
Étang du Cresson	id=g:5949845
Étang du Crotale	id=g:5949846
Étang du Daim	id=g:5949847
Étang du Diplomate	id=g:5949848
Étang du Faon	id=g:5949849
Étang du Félin	id=g:5949850
Étang du Feutre	id=g:5949851
Étang du Fond	id=g:5949852
Étang du Geai Bleu	id=g:5949853
Étang du Grésil	id=g:5949854
Étang du Harpon	id=g:5949855
Étang du Haut	id=g:5949856
Étang du Jaseur	id=g:5949857
Étang du Kakawi	id=g:5949858
Étang du Lac de la Vase	id=g:5949859
Étang du Lac du Blaireau	id=g:5949860
Étang du Lac du Chevreuil	id=g:5949861
Étang du Lac du Nord	id=g:5949862
Étang du Lac Épiphane	id=g:5949863
Étang du Lac Filion	id=g:5949864
Étang du Lac Kennedy	id=g:5949865
Étang du Lac Villeneuve	id=g:5949866
Étang du Lamantin	id=g:5949867
Étang du Lièvre	id=g:5949868
Étang du Loriot	id=g:5949869
Étang du Loup	id=g:5949870
Étang du Milieu	id=g:5949871
Étang du Moineau	id=g:5949872
Étang du Morfil	id=g:5949873
Étang du Moulin	id=g:5949874
Étang du Moulin	id=g:5949875
Étang du Moulin du Six	id=g:5949876
Étang du Mulet	id=g:5949877
Étang du Nord	id=g:5949878
Étang du Nord	id=g:5949879
Étang du Nord	id=g:5949880
Étang du Nord	id=g:5949881
Étang du Nord	id=g:5949882
Étang du Ouest	id=g:5949883
Étang du Pagure	id=g:5949884
Étang du Panache	id=g:5949885
Étang du Petit Lac Long	id=g:5949886
Étang du Pillage	id=g:5949887
Étang du Pin	id=g:5949888
Étang du Pit	id=g:5949889
Étang Dupont	id=g:5949890
Étang du Porc-Épic	id=g:5949891
Étang du Portage	id=g:5949892
Étang du Portage	id=g:5949893
Étang du Poulpe	id=g:5949894
Étang Dupuis	id=g:5949895
Étang du Putois	id=g:5949896
Étang du Radeau	id=g:5949897
Étang du Rat Musqué	id=g:5949898
Étang du Raton Laveur	id=g:5949899
Étang du Repos	id=g:5949900
Étang du Rossignol	id=g:5949901
Étang du Sable	id=g:5949902
Étang du Sac	id=g:5949903
Étang du Sapin	id=g:5949904
Étang du Sentier	id=g:5949905
Étang du Sud	id=g:5949906
Étang du Tangara	id=g:5949907
Étang du Tétras	id=g:5949908
Étang du Troglodyte	id=g:5949909
Étang du Veau	id=g:5949910
Étang du Village	id=g:5949911
Étang du Violon	id=g:5949912
Étang du Vison	id=g:5949913
Étang du Vulpin	id=g:5949914
Étang Écorné	id=g:5949915
Étang Eddy	id=g:5949916
Étang Eider	id=g:5949917
Étang Émou	id=g:5949918
Étang Ensorcelé	id=g:5949919
Étang Félice	id=g:5949920
Étang Fer de Lance	id=g:5949921
Étang Filion	id=g:5949922
Étang Fisher	id=g:5949923
Étang Flemming	id=g:5949924
Étang Fleurus	id=g:5949925
Étang Fortin	id=g:5949926
Étang Fortin	id=g:5949927
Étang Fou	id=g:5949928
Étang Francoeur	id=g:5949929
Étang Frank	id=g:5949930
Étang Fréchette	id=g:5949931
Étang Fullerton	id=g:5949932
Étang Gaétan	id=g:5949933
Étang Gagnon	id=g:5949934
Étang Gaudette	id=g:5949935
Étang Gauthier	id=g:5949936
Étang Gauthier	id=g:5949937
Étang Gémil	id=g:5949938
Étang George	id=g:5949939
Étang George	id=g:5949940
Étang Giguère	id=g:5949941
Étang Gilbert	id=g:5949942
Étang Gilbert	id=g:5949943
Étang Gilbert	id=g:5949944
Étang Gilday	id=g:5949945
Étang Gilles	id=g:5949946
Étang Gingras	id=g:5949947
Étang Girard	id=g:5949948
Étang Gobeil	id=g:5949949
Étang Goofy	id=g:5949950
Étang Grass	id=g:5949951
Étang Grassy	id=g:5949952
Étang Greffeil	id=g:5949953
Étang Grégoire	id=g:5949954
Étang Greig	id=g:5949955
Étang Guy	id=g:5949956
Étang Hale	id=g:5949957
Étang Halfway	id=g:5949958
Étang Hanks	id=g:5949959
Étang Hawk	id=g:5949960
Étang Head of the Bay	id=g:5949961
Étang Henri	id=g:5949962
Étang Hercule	id=g:5949963
Étang Hervé	id=g:5949964
Étang Hickey	id=g:5949965
Étang Holland	id=g:5949966
Étang Huard	id=g:5949967
Étang Huppé	id=g:5949968
Étang Ice	id=g:5949969
Étang Irving	id=g:5949970
Étang Jack	id=g:5949971
Étang Jack's Hole	id=g:5949972
Étang Jacob	id=g:5949973
Étang Jacques	id=g:5949974
Étang Janet	id=g:5949975
Étang Java	id=g:5949976
Étang Jean	id=g:5949977
Étang Jean-Marie	id=g:5949978
Étang Jean-Paul	id=g:5949979
Étang Jenish	id=g:5949980
Étang Jersey	id=g:5949981
Étang Jessie	id=g:5949982
Étang Johanne	id=g:5949983
Étang John	id=g:5949984
Étang John	id=g:5949985
Étang Johnson	id=g:5949986
Étang Jolicoeur	id=g:5949987
Étang Kakuanauatshikamat	id=g:5949988
Étang Kamachisteweyaskweyach	id=g:5949989
Étang Kamickociakamacik	id=g:5949990
Étang Kapikupetinach	id=g:5949991
Étang Kauschiskach	id=g:5949992
Étang Kauskuskach	id=g:5949993
Étang Kauskwepikach	id=g:5949994
Étang Kawitcekak Amiskopi	id=g:5949995
Étang Klang	id=g:5949996
Étang Korman	id=g:5949997
Étang Koubek	id=g:5949998
Étang Kovik	id=g:5949999
Étang Lambert	id=g:5950000
Étang La Mélasse	id=g:5950001
Étang Lamy	id=g:5950002
Étang Lanciaux	id=g:5950003
Étang Laurent	id=g:5950004
Étang Laurent	id=g:5950005
Étang Lindel	id=g:5950006
Étang Lisette	id=g:5950007
Étang Little River	id=g:5950008
Étang Loin	id=g:5950009
Étang Long Pond	id=g:5950010
Étang Louis	id=g:5950011
Étang Mailhot	id=g:5950012
Étang Manotick	id=g:5950013
Étang Marcel	id=g:5950014
Étang Maria	id=g:5950015
Étang Marigane	id=g:5950016
Étang Martin	id=g:5950017
Étang Martin	id=g:5950018
Étang Masson	id=g:5950019
Étang Maxwell	id=g:5950020
Étang McAdam	id=g:5950021
Étang McKey	id=g:5950022
Étang McQuaig	id=g:5950023
