Rugar	id=g:6998460
Olowgbene	id=g:7040812
Womoposigbene	id=g:7040813
Kingbene	id=g:7040814
Konkongbene	id=g:7040815
Zigbene	id=g:7040816
Bomiyegbene	id=g:7040817
Enuku	id=g:7040818
Dilagbene	id=g:7040819
Feseigbene	id=g:7040820
Komuwegbene	id=g:7040821
Biekongbene	id=g:7040822
Podigbene	id=g:7040823
Ibohgbene	id=g:7040824
Enukugbene	id=g:7040825
Lulugbene	id=g:7040826
Koikumogbene	id=g:7040827
Enockgbene	id=g:7040828
Telosegbene	id=g:7040829
Orikirigbene	id=g:7040830
Ekembagbene	id=g:7040831
Kaizagbene	id=g:7040832
Seidogbene	id=g:7040833
Igbewi	id=g:7040834
Okparatubo	id=g:7040835
Ogidikoro	id=g:7040836
Gbaran	id=g:7040837
Ekeogbene	id=g:7040838
Kulaiperigbene	id=g:7040839
Burukububo	id=g:7040840
Biriemigbeni	id=g:7040841
Beregbene-Willy	id=g:7040842
Korugbene	id=g:7040843
Beregbene	id=g:7040844
Paina	id=g:7040845
Oborogbene	id=g:7040846
Ezeotu-Zion	id=g:7040847
Abo Creek	id=g:7040848
Kalobo Creek	id=g:7040849
Tavasoieye	id=g:7040850
Idabulobu Creek	id=g:7040851
Fenenegbene	id=g:7040852
Ogbogbene	id=g:7040853
Bokumogbene	id=g:7040854
Okutoroeka	id=g:7040855
Olologbene	id=g:7040856
Erebugbene	id=g:7040857
Loinbirikiri	id=g:7040858
Lafamagbene	id=g:7040859
Biotu	id=g:7040860
Lasotu	id=g:7040880
North Point	id=g:7040881
Sonomadungbene	id=g:7040882
Douglasgbene	id=g:7040883
Forupafor	id=g:7040884
Dabasuogbene	id=g:7040885
Dukegbene	id=g:7040886
Kituagbene	id=g:7040887
Ofalubagbene	id=g:7040888
Dankorugbene	id=g:7040889
Jituagbene	id=g:7040890
Otonfiewegbene	id=g:7040891
Nguseyegbene	id=g:7040892
Ogolangaragbene	id=g:7040893
Beyentoro	id=g:7040894
River Kuruku	id=g:7041068
River Dajiawadoka	id=g:7041076
River Kazage	id=g:7041078
River Kini	id=g:7041079
River Sando	id=g:7041080
River Kadabara	id=g:7041081
River Guzuma	id=g:7041083
River Magunzuru	id=g:7041084
River Kwahu	id=g:7041086
River Baudu	id=g:7041089
River Rikua	id=g:7041090
River Kabogo	id=g:7041091
River Jima	id=g:7041092
Ogbabubo Creek	id=g:7041097
Pele Creek	id=g:7041098
Otogbene Creek	id=g:7041099
Okonron Creek	id=g:7041104
Kogbene	id=g:7041111
Kugbogbene	id=g:7041112
Okurugbene	id=g:7041114
Tubobubo	id=g:7041115
Otologbene	id=g:7041116
Amatefegbene	id=g:7041117
Tibogbene	id=g:7041118
Atelegbene	id=g:7041119
Oputugbene	id=g:7041120
Ke wetgbene	id=g:7041121
Angbagbene	id=g:7041122
Amata-fagbene	id=g:7041123
Sangogbene	id=g:7041124
Brokegbene	id=g:7041126
Oyakimiyeye	id=g:7041127
Okorigbene	id=g:7041128
Alagboloe	id=g:7041130
Ogboitagbene	id=g:7041131
Yedorgbene	id=g:7041132
Miebigbene	id=g:7041133
Nimbogbene	id=g:7041134
Bendicgbene	id=g:7041135
Izanzagbene	id=g:7041136
Angbakore	id=g:7041137
Komotorufagbene	id=g:7041138
Cousinigbene	id=g:7041139
Biabagbene	id=g:7041140
Etukegbene	id=g:7041141
Talagbene	id=g:7041142
Obomikorogbene	id=g:7041143
Zorbogbene	id=g:7041144
Okuosi	id=g:7041145
Numagbene	id=g:7041146
Beterland	id=g:7041147
Sagbarugbene	id=g:7041148
Welson Kinbogbene	id=g:7041149
Orobiri	id=g:7041168
Femi Camp	id=g:7041170
Jolo Camp	id=g:7041486
Old Amatu	id=g:7041487
Diebor	id=g:7041488
Semewata	id=g:7041489
Ereyefeyre	id=g:7041492
Kerubu-Suoto	id=g:7041493
Boune	id=g:7041494
Atibere	id=g:7041495
Augusto-Obe	id=g:7041497
Bibi	id=g:7041499
Ebinuolapo	id=g:7041500
Amo-Ebilene	id=g:7041501
Swada	id=g:7048904
River Zagiri	id=g:7048905
River Badla	id=g:7048906
River Beina	id=g:7048907
River Daano	id=g:7048908
Fulani Camp	id=g:7048909
River Zeite	id=g:7048910
River Baraikunai	id=g:7048911
River Kwereizina	id=g:7048912
Tungan Numa	id=g:7048913
River Zinnadna	id=g:7048914
River Peiya	id=g:7048915
River Swada	id=g:7048916
River Donda	id=g:7048917
River Keina	id=g:7048925
River Toten	id=g:7048926
River Mifansanna	id=g:7048927
River Weyampisa	id=g:7048928
River Kufinna	id=g:7048929
Fulani Camp	id=g:7048930
River Sapuna	id=g:7048931
Tungan-Woruturi	id=g:7048933
Gandukibe	id=g:7048939
Batunre Daji	id=g:7048940
Bakimba	id=g:7048941
Torequebia	id=g:7048942
Lafiaro	id=g:7048943
River Masiyeyeda	id=g:7048944
River Baturen Daji	id=g:7048945
River Babana	id=g:7048946
Boya	id=g:7048947
Sesoya	id=g:7048948
Masiyeyeda	id=g:7048949
Borgu Game Reserve	id=g:7048950
River Biyan	id=g:7048951
River Pana	id=g:7048952
Suso Hill	id=g:7048953
Pasi Hill	id=g:7048954
River Emile	id=g:7048955
Emile	id=g:7048956
Kamo Hill	id=g:7048957
River Emile	id=g:7048958
Zogonji	id=g:7048960
Dekalabeji II	id=g:7048962
River Kwere	id=g:7048964
Minami	id=g:7048965
Sabon Gida	id=g:7048966
Gidanna-Barabe	id=g:7048967
Walebaga	id=g:7048968
Tungan Umuro	id=g:7048969
Walebaga Hill	id=g:7048970
Tungan Saru	id=g:7048971
Tungan Bello	id=g:7048972
Biyan Hill	id=g:7048973
Tungan Garafi	id=g:7048974
River Peiya	id=g:7048975
River Wagana	id=g:7048976
River Baana	id=g:7048978
Blona	id=g:7048979
Tebitabator	id=g:7049307
Amoji	id=g:7052471
Ukebe	id=g:7052472
Ikora-Ika	id=g:7052473
Ammaman	id=g:7052504
Ikot-Uko	id=g:7052505
Ikot-Ikara	id=g:7052506
Nkpukpuoha	id=g:7052507
Abaki	id=g:7052508
Ngwaiyiekwe	id=g:7052509
Owoala	id=g:7052510
Owoelu	id=g:7052511
Ohuru	id=g:7052512
Akanu	id=g:7052513
Ohanku	id=g:7052514
Obosu	id=g:7052515
Akannu	id=g:7052516
Iwuo-Ukem	id=g:7052517
Umuogo	id=g:7052518
Okotoko	id=g:7052519
Nkporobo	id=g:7052520
Obehie	id=g:7052521
Umeku	id=g:7052522
Umukor	id=g:7052523
Umuadienwe	id=g:7052524
Eti	id=g:7052671
Nkporikpo	id=g:7052673
Nkpukpurta	id=g:7052675
Ogboakwu	id=g:7052677
Nkpajekere	id=g:7052678
Obafor	id=g:7052681
Umuitiri	id=g:7052683
Umuitiri	id=g:7052685
Umuakalu	id=g:7052687
Umuore	id=g:7052693
Owan	id=g:7052695
Ohandu	id=g:7052697
Umuibe	id=g:7052698
Ohango	id=g:7052699
Obunku	id=g:7052700
Obakwu	id=g:7052702
Ikot Ennang	id=g:7052729
Ohaobu	id=g:7052734
Akpala	id=g:7052738
Ohunna	id=g:7052739
Nkpukpu-Ekerenta	id=g:7052740
Obumku	id=g:7052741
Ayama	id=g:7052742
Ngboji	id=g:7052783
Umu Agbai	id=g:7052784
Marihun	id=g:7052786
Ndofa	id=g:7052788
Okpontu	id=g:7052789
Afam Oil Field	id=g:7052791
Afam-Nta	id=g:7052793
Afam-Uku	id=g:7052797
Nyogor Luekon	id=g:7052804
Teka Sogho	id=g:7052805
Bar Akani Sogho	id=g:7052809
Jor Sogho	id=g:7052810
Ogwe	id=g:7052851
Umudobia	id=g:7052852
Odagba	id=g:7052854
Umuebom	id=g:7052856
Emu	id=g:7052898
Amadi Flats	id=g:7052951
Abisaka	id=g:7052959
Borokiri	id=g:7052960
Ibuluya	id=g:7052963
Ogbogbo	id=g:7052987
Alonchia-Igobama	id=g:7052989
Yaa	id=g:7052991
Nonwa Udume	id=g:7052993
Tamuna Ama	id=g:7052995
Okopiri	id=g:7053001
Ogbomkiri	id=g:7053005
Anduwiliki	id=g:7053006
Iyokiri	id=g:7053007
Abila	id=g:7053008
Kiriam	id=g:7053009
Omodara Ana	id=g:7053011
Wakama	id=g:7053014
Owuorgonor	id=g:7053016
Anderekiri	id=g:7053019
Trapukiri	id=g:7053020
Wilcourt	id=g:7053021
Sikakakiri	id=g:7053022
Asorbelema	id=g:7053023
Igbigimina-Senkiri	id=g:7053024
Kingilokiri	id=g:7053025
Egbekiri	id=g:7053092
Opu Arugbana	id=g:7053093
Adokiakiri	id=g:7053094
Otobiri	id=g:7053095
Aworkiri	id=g:7053096
Oroberekiri	id=g:7053097
Ojukiri Opuaru	id=g:7053098
Biemekiri	id=g:7053099
Alochia	id=g:7053120
Asangalaka	id=g:7053121
Greenkiri	id=g:7053122
Opuadakiri	id=g:7053123
Winfred Junction	id=g:7053124
Oporbakiri	id=g:7053125
Gwrachochoma	id=g:7053126
Pribiri	id=g:7053127
Beghepaka	id=g:7053128
Atubukiri	id=g:7053129
Opumakiri	id=g:7053130
Eferekiri	id=g:7053131
Ka-Adama	id=g:7053132
Greemkiri	id=g:7053133
Atabakiri	id=g:7053134
Adamakiri	id=g:7053135
Dikiborotori-Sinka	id=g:7053136
Birakiri	id=g:7053137
Chachakiri	id=g:7053138
Bonny-Owuwukiri	id=g:7053139
Sobiekiri I	id=g:7053140
Sobiekiri II	id=g:7053141
Sobiekiri III	id=g:7053142
Sodiyenkiri	id=g:7053143
Samkiri	id=g:7053144
Feroapabama	id=g:7053145
Okomabio	id=g:7053146
Tumkiri	id=g:7053147
Berepelekiri	id=g:7053148
Owerekiri	id=g:7053149
Faluborkiri	id=g:7053150
Ogidigbo	id=g:7053151
Eferewarie	id=g:7053152
Ilabie	id=g:7053153
Okolomabie	id=g:7053154
Sanai	id=g:7053155
Isitumbi	id=g:7053156
Owokpo	id=g:7053157
Opo	id=g:7053158
Ekwoke	id=g:7053159
Agbachichama	id=g:7053180
Ama-Sunday	id=g:7053181
Ama-Friday	id=g:7053182
Aganfor	id=g:7053183
Otogun	id=g:7053184
Agbalama	id=g:7053185
Otako	id=g:7053186
Mereke	id=g:7053187
Ayama-Ekede	id=g:7053188
Otiga	id=g:7053189
Obukolum	id=g:7053190
Ama-Miller	id=g:7053191
Nchichama	id=g:7053192
Amatamuno	id=g:7053193
Ama-Alibi	id=g:7053194
Bukolum	id=g:7053195
Okorolo	id=g:7053196
Isioke	id=g:7053197
Asuk-Ama	id=g:7053198
Asuk-Oyet	id=g:7053199
Nkeret	id=g:7053200
Igbango	id=g:7053201
Ekede	id=g:7053202
Nyengala	id=g:7053203
Egwede	id=g:7053204
Aganna	id=g:7053205
Ilutumbi	id=g:7053206
Ayama-Agana	id=g:7053207
Ayanboko	id=g:7053208
Agwut-Obolo	id=g:7053209
Iwoma	id=g:7053210
Ichama	id=g:7053211
Aturuba	id=g:7053212
Okokiri	id=g:7053213
Iwogono	id=g:7053214
Nanabie	id=g:7053215
Omubiokolo	id=g:7053216
Opotumbi	id=g:7053217
Ogibe	id=g:7053218
Apapasu	id=g:7053219
Gboto	id=g:7053220
Akusu	id=g:7053221
Ebentubu	id=g:7053222
Ayama-Ibotokpon	id=g:7053223
Amansa	id=g:7053224
Ibotokpon	id=g:7053225
Muma	id=g:7053226
Otudon	id=g:7053227
Ama-Ekut	id=g:7053228
Darile	id=g:7053229
Ibot-Usut	id=g:7053230
Karamant	id=g:7053231
Amaoke	id=g:7053232
Oyorokoto	id=g:7053233
Egelebie-Jumbo	id=g:7053234
Epelematubo	id=g:7053235
Ebon-Okolo	id=g:7053236
Ama-Renner	id=g:7053237
Inyonkp	id=g:7053238
Ifoko	id=g:7053239
Ngalaka	id=g:7053240
Ebongon	id=g:7053241
Ogoni	id=g:7053942
Opu Adakiri	id=g:7053944
Iyaba	id=g:7053985
Gwara	id=g:7053987
Egbomu	id=g:7053988
Asarama	id=g:7053989
Andoni Flats	id=g:7053990
Peterside	id=g:7053991
Edem	id=g:7053993
Ikot Abasi Akpan	id=g:7054344
Ikot Ebak	id=g:7054353
Ikot Eba	id=g:7054464
Afaha Ikot	id=g:7054465
Ikot Ukobo	id=g:7054468
Ikot Ekpan	id=g:7054469
Ukat Aran	id=g:7054470
Ikot Use Ekong	id=g:7054611
Uqua	id=g:7054612
Ikot Okudom	id=g:7054613
Ikot Ebidang	id=g:7054614
Ukat	id=g:7054615
Abat	id=g:7054616
Awa Ndon	id=g:7054617
Ikot Ebiere	id=g:7054618
Ikot Edor	id=g:7054619
Ikot Andudot	id=g:7054620
Ikot Akpaden	id=g:7054621
Ikot Abia	id=g:7054622
Ikot Etefia	id=g:7054623
Ikot Aka Nkop	id=g:7054624
Ikot Iko Ibon	id=g:7054631
Ibuno	id=g:7054633
Mkpanak	id=g:7054635
Gbene Ue	id=g:7054889
Holo	id=g:7054890
Korokoro Luekon	id=g:7054895
Tem Luekon	id=g:7054896
Nyowi Bangha	id=g:7054897
Kere Bangha	id=g:7054898
Koro Bangha	id=g:7054899
Bionu	id=g:7054900
Kpuite	id=g:7054901
Saa Berri	id=g:7054902
Yo Beeri	id=g:7054903
Nyobe Beeri	id=g:7054904
Bunu Bangha	id=g:7054905
Bianu	id=g:7054906
Bayakogoro Beeri	id=g:7054907
Nogo Beeri	id=g:7054908
Bogor	id=g:7054909
Kpopie	id=g:7054910
Kaobara	id=g:7054911
Baranyonwa Dere	id=g:7054912
Dere	id=g:7054913
Nwabia	id=g:7054914
Biara	id=g:7054915
Notem	id=g:7054916
Luere	id=g:7054917
Lumene	id=g:7054918
Egenden	id=g:7054919
Unyeada	id=g:7054920
Udi	id=g:7055428
Ikot Oton	id=g:7055429
Ndot	id=g:7055430
Mbiere Ebe	id=g:7055431
Obong Ntak	id=g:7055432
Ikot Udo	id=g:7055433
Akpa Utong	id=g:7055434
Ediene	id=g:7055575
Ntak Ibesit	id=g:7055576
Ikot Obio Nso	id=g:7055577
Ikot Abia Enin	id=g:7055578
Ikot Ide	id=g:7055579
Ikot Esen Oku	id=g:7055580
Ikot Akam	id=g:7055581
Ikot Unya	id=g:7055582
Ikot Ante	id=g:7055583
Ikot Akpan Atebom	id=g:7055712
Nung Ukim	id=g:7055715
Ikot Akpan Essien	id=g:7055716
Ikot Obio Enin	id=g:7055717
Eka Nung Ukim	id=g:7055718
Ikot Nkan	id=g:7055719
Ikot Akpan Nkpe	id=g:7055720
Iwo Eto	id=g:7055721
Ikot Ete Ekpo	id=g:7055722
Ikot Mbong	id=g:7055723
Ikot Obio Anana	id=g:7055724
Ikot Ese Esiet	id=g:7055725
Ubiom	id=g:7055726
Ikot Obio Iton	id=g:7055727
Ikot Ekop	id=g:7055728
Ikot Ekpuk	id=g:7055729
Ikot Obio Okoi	id=g:7055730
Ikot Etefia	id=g:7055731
Atan Eka Eko	id=g:7055732
Ikot Aba Ekim	id=g:7055733
Ikot Akpan Ukam	id=g:7055734
Ikot Obong Ukam	id=g:7055755
Ikot Obio Ekpong	id=g:7055756
Ikot Ekong	id=g:7055757
Ikot Edim	id=g:7055758
Atanuk	id=g:7055759
Ikot Ankang	id=g:7055760
Ndon Eyo	id=g:7055761
Atabong	id=g:7055762
Idung Imo	id=g:7055878
Ikot Anang	id=g:7055879
Iqua	id=g:7055880
Ikot Ekpuk	id=g:7056020
Brangaville	id=g:7056021
Ikot Aba	id=g:7056022
Iloma	id=g:7056023
Umunwanbor Stream	id=g:7056024
Maesa Stream	id=g:7056025
Makgbor Stream	id=g:7056026
Oryon Stream	id=g:7056027
Akubiakri Creek	id=g:7056028
Ogu Creek	id=g:7056029
Oroberekiri Creek	id=g:7056030
Bolo Creek	id=g:7056031
Lee Channel	id=g:7056032
Biemekiri Creek	id=g:7056033
Amabiribe Creek	id=g:7056034
Adamakiri Creek	id=g:7056311
Owokiri Creek	id=g:7056312
Odumdum Creek	id=g:7056313
Opobulaka Creek	id=g:7056314
Afa Creek	id=g:7056315
Nanabie Creek	id=g:7056463
Egelebie Creek	id=g:7056812
Nden Creek	id=g:7056813
Olotunbi	id=g:7056814
Ikuru Creek	id=g:7056815
Okoloro Creek	id=g:7056816
Asuk-Oyet Creek	id=g:7056817
Okende Creek	id=g:7056818
Ngo Creek	id=g:7056819
Tullifa	id=g:7056820
Maimadi	id=g:7063607
Kasachia	id=g:7063608
Mantawa	id=g:7064317
Sabon Bure	id=g:7064318
Danja	id=g:7064321
Mahuta	id=g:7064322
Janbarde	id=g:7064323
Yadau	id=g:7064324
Yan Bashi	id=g:7064325
Katsinawa	id=g:7064326
Kanya	id=g:7064327
Indabo	id=g:7064328
Dan Isa	id=g:7064526
Rinji	id=g:7064800
Akalawa	id=g:7065066
Chalawa	id=g:7065509
Tudu	id=g:7066466
Yan Medi	id=g:7066467
Makada	id=g:7066468
Mairuwa	id=g:7066469
Ungwan Mani	id=g:7066470
Daurawa	id=g:7066471
Kwari	id=g:7066472
Mauri	id=g:7066473
Zare	id=g:7066474
Ringin Mauam	id=g:7066493
Ungwan Dawaki	id=g:7066533
Rangas	id=g:7066534
Jama an	id=g:7066535
Kadanji	id=g:7066536
Mamku	id=g:7066537
Kapangaru	id=g:7066539
Sagi	id=g:7066540
Gazau	id=g:7066541
Zam	id=g:7066542
Tsaudawa	id=g:7066543
Dashi	id=g:7066544
Yakum	id=g:7066545
Dan Yakubu	id=g:7066546
Mai Dakin Alkali	id=g:7066547
Jobawa	id=g:7066548
Zango	id=g:7066549
Kuiwa	id=g:7066550
Kyan Bawa	id=g:7066551
Yanaba	id=g:7066552
Agauwa	id=g:7066553
Dan Maura	id=g:7066554
Shafawa	id=g:7066555
Turedasau Ta Kanawa	id=g:7066556
Turedasau Ta Fulani	id=g:7066557
Mudawa	id=g:7066558
Daune	id=g:7066559
Bankau	id=g:7066560
Iyarawa	id=g:7066561
Gafan	id=g:7066562
Shiye	id=g:7066563
Dan Gajiri	id=g:7066564
Dutsen Garma	id=g:7066565
Maidagare	id=g:7066566
Yandatsa	id=g:7066567
Mallam Bature	id=g:7066568
Kamfato	id=g:7066569
Kwaian	id=g:7066570
Ungwan Banebari	id=g:7066571
Takalafia	id=g:7066572
Jangaru	id=g:7066573
Shike Hill	id=g:7066574
Kula Hill	id=g:7066575
Kampa	id=g:7066576
Unguwan Dan Gambo	id=g:7066577
Ungwan Tambaya	id=g:7066578
Gidan Buwayi	id=g:7066633
Gidan Dazabe	id=g:7066675
Ungwan Jaka	id=g:7066676
Gidan Saidu	id=g:7066677
Rogo	id=g:7066678
Ungwan Gangarda	id=g:7066679
Gidan Awaisu	id=g:7066680
Gidan Wambai	id=g:7066681
Ungwan Rumi	id=g:7066682
Ungwan Galadima	id=g:7066683
Gidan Abashi	id=g:7066684
Gidan Mallm Yako	id=g:7066685
Gidan Garbari	id=g:7066686
Gidan Barde	id=g:7066687
Gidan Dankaka	id=g:7066688
Gidan Lebura	id=g:7066689
Gidan Mallam Mati	id=g:7066690
Ungwan Maikora	id=g:7066691
Ungwan Danjuma	id=g:7066692
Gidan Sarkin Noma	id=g:7066693
Gidan Bawa	id=g:7066694
Katsalle	id=g:7066695
Ungwan Mayola	id=g:7066696
Ungwan Sulai	id=g:7066697
Ungwan Jifa	id=g:7066698
Ungwan Mallam Sale	id=g:7066699
Jammaje	id=g:7066756
Yar Maraya	id=g:7066757
Ungwan Barnawa	id=g:7066758
Ungwan Gwangwamawa	id=g:7066759
Mahangi	id=g:7066760
Ungwan Galadima	id=g:7066761
Ungwan Nomau	id=g:7066762
Ungwan Dandagi	id=g:7066763
Gidan Liman	id=g:7066764
Ungwan Bello	id=g:7066765
Ungwan Kado	id=g:7066766
Ungwan Madakiri Tafida	id=g:7066767
Ungwan Madaki	id=g:7066768
Ungwan Mallamai	id=g:7066769
Ungwan Waga	id=g:7066770
Ungwan Kanawa	id=g:7066771
Ungwan Turaki	id=g:7066772
Dinye	id=g:7066773
Ungwan Barau	id=g:7066774
Ungwan Katsalle	id=g:7066775
Ungwan Bakoshi	id=g:7066776
Ungwan Sarkin Noma Hanau	id=g:7066777
Ungwan Nuhu	id=g:7066778
Ungwan Mai Randa	id=g:7066779
Ungwan Sarki	id=g:7066780
Gidan Madugu	id=g:7066781
Ungwan Maikarfi	id=g:7066782
Marmara	id=g:7066783
Ungwan Musa	id=g:7066784
Ungwan Telemu	id=g:7066785
Ungwan Maikore	id=g:7066786
K. Yar Maraya	id=g:7066787
Acika	id=g:7066788
Matankari	id=g:7066789
Unguwan Taiki	id=g:7066790
Kawara	id=g:7066791
Acilafiya	id=g:7066792
Majemu	id=g:7066793
Guraraj	id=g:7066794
Kadani	id=g:7066795
Ruga	id=g:7066796
Baguda	id=g:7066797
Ringimawa	id=g:7066798
Barnawa	id=g:7066799
Karmo	id=g:7066800
Mahuta	id=g:7066801
Kabawa	id=g:7066802
Rimin Nakuda	id=g:7066803
Dundu	id=g:7066804
Dan Mako	id=g:7066805
Fanisau	id=g:7066806
Zangaro	id=g:7066807
Dambo	id=g:7066808
Zora	id=g:7066848
Limido Kwai	id=g:7066997
Maizaure	id=g:7066998
Madaki	id=g:7066999
Madiya	id=g:7067000
Kabonli	id=g:7067001
Kakisa Hill	id=g:7067002
Balari Hill	id=g:7067003
Kuru Hill	id=g:7067004
Na’ ria	id=g:7067026
Katanga Hill	id=g:7067027
Bumbumjero Hill	id=g:7067028
Ya Dabaka Hill	id=g:7067068
Raras Hill	id=g:7067069
Da-Garu	id=g:7067070
Yamma	id=g:7067071
Unguwan Baure	id=g:7067072
Dalori	id=g:7067073
Kadiawo	id=g:7067074
Pandaran	id=g:7067075
Arenza	id=g:7067076
Muthutu	id=g:7067077
Duji	id=g:7067078
Gwari Maji	id=g:7067079
Kadabo	id=g:7067080
Pano Hill	id=g:7067082
Gidan Gala	id=g:7067083
Sergi	id=g:7067084
Ziga	id=g:7067085
Ga Machina	id=g:7067086
Fala	id=g:7067111
Gacha	id=g:7067112
Unguwan Lato	id=g:7067113
Gacha	id=g:7067114
Dendu	id=g:7067115
Karchi	id=g:7067116
Gidan Kogo	id=g:7067117
Kampani	id=g:7067118
Gediya Hill	id=g:7067119
Gwanga Hill	id=g:7067120
Gwanga Hill	id=g:7067121
Takwabe	id=g:7067122
Masama	id=g:7067123
Gauraki	id=g:7067124
Unguwan Ganji	id=g:7067125
Gatari	id=g:7067126
Bido	id=g:7067127
Farimpa	id=g:7067128
Gabare	id=g:7067129
Dubo	id=g:7067141
Gidan Gizo	id=g:7067142
Matuswai	id=g:7067143
Gidan Bagobiri	id=g:7067144
Gidan Habu	id=g:7067145
Dundu	id=g:7067146
Gajale	id=g:7067147
Gidan Talle Bamaguje	id=g:7067148
Gidan Maishinkafa	id=g:7067149
Funtun Hill	id=g:7067150
Kariya Hill	id=g:7067151
Ungwar Sunusi	id=g:7067152
Saran-Ladan	id=g:7067153
Kadaja	id=g:7067154
Nasarawa	id=g:7067155
Ungwar Dan Goshi	id=g:7067156
Ungwar Danjuma	id=g:7067177
Ungwar Lamu	id=g:7067178
Ungwar Bara	id=g:7067179
Ungwar Dashi	id=g:7067180
Ungwar Jato	id=g:7067181
Yan Kaura	id=g:7067182
Durubawa	id=g:7067183
Pagi	id=g:7067184
Angwandawa	id=g:7067185
Ungwar Mallam Audu	id=g:7067186
Kafin Audu Bako	id=g:7067187
Mai Hange Hill	id=g:7067188
Ungwan Shakai Hill	id=g:7067189
Baban Gabas Hill	id=g:7067190
Tudun Wada	id=g:7067191
Shadawa Hill	id=g:7067192
Kuki Hill	id=g:7067193
Takamanija Hill	id=g:7067194
Karefa Hill	id=g:7067257
Faksa Hill	id=g:7067259
Sumana Hill	id=g:7067260
Sabon Gari Hill	id=g:7067261
Ikara Hill	id=g:7067262
Ungwan Mallam Bako Hill	id=g:7067263
Ungwan Lemu	id=g:7067264
Ungwan Madaki	id=g:7067265
Ungwan Chiroma	id=g:7067266
Ungwan Limam	id=g:7067267
Pan Dan Wali	id=g:7067268
Ungwan Gariga	id=g:7067270
River Kango	id=g:7067949
River Karin Kutunbule	id=g:7067950
River Keffi	id=g:7067951
River Goljl	id=g:7067952
Auam Sarki	id=g:7067953
River Magaga	id=g:7067954
River Tyaka	id=g:7067955
River Maina	id=g:7067956
River Sadakoji	id=g:7067957
River Gora	id=g:7067958
River Raje	id=g:7067959
River Sagi	id=g:7067960
River Kurara	id=g:7067961
River Waire	id=g:7067962
River Dorowa	id=g:7067963
River Sayasaya	id=g:7068375
River Isa	id=g:7068376
River Karafi	id=g:7068377
River Dan Damido	id=g:7068378
River Fasa Koka	id=g:7068379
River Tukupe	id=g:7068380
River Barsu	id=g:7068381
River Juma	id=g:7068382
River Sayasaya	id=g:7068383
River Gya	id=g:7068384
River Taku	id=g:7068385
River Kura	id=g:7068386
River Rukwas	id=g:7068387
River Albasu	id=g:7068388
River Gwanleri	id=g:7068389
River Kwanroso	id=g:7068390
River Kunza	id=g:7068391
River Samu	id=g:7068392
River Zara	id=g:7068485
River Kore	id=g:7068489
River Kasa	id=g:7068492
River Murafi	id=g:7068493
Ruwan Kenya	id=g:7068494
Ruwan Kenya	id=g:7068495
Dinya	id=g:7068689
River Rago	id=g:7068694
River Kaci Wingi	id=g:7068695
River Zangere	id=g:7068696
River Yada Gammo	id=g:7068697
River Dangwaba	id=g:7068751
River Mashayazabi	id=g:7068860
River Rinji	id=g:7068869
River Kira	id=g:7068870
River Kargo	id=g:7069087
River Banguza	id=g:7069088
River Teyo	id=g:7069089
River Duduru	id=g:7069090
River Falanke	id=g:7069091
River Dogoruwa	id=g:7069092
River Kuka	id=g:7069093
River Gediya	id=g:7069094
River Alkama	id=g:7069095
River Shamaki	id=g:7069116
River Kuka	id=g:7069117
River Kaikayi	id=g:7069118
River Karofi	id=g:7069119
River Danbaka	id=g:7069120
River Pili	id=g:7069121
River Kuraye	id=g:7069122
River Gauta	id=g:7069123
River Potau	id=g:7069124
River Burduku	id=g:7069125
River Kunkuru	id=g:7069126
River Bonku	id=g:7069127
River Murna	id=g:7069128
River Zabi	id=g:7069129
River Gada	id=g:7069130
River Dorawo	id=g:7069131
River Marka	id=g:7069171
River Doka Maiwuya	id=g:7069172
River Dangar	id=g:7069173
River Dango	id=g:7069174
River Wurawura	id=g:7069175
River Maitsari	id=g:7069176
River Saraga	id=g:7069177
River Mai Saiwa	id=g:7069184
Jaie	id=g:7070789
Ebariba	id=g:7073047
Mbak	id=g:7073048
Mbiabong-Anan	id=g:7073049
Umu Agwa	id=g:7073050
Obete Umuoha	id=g:7073051
Ikot Okoro Ata	id=g:7073052
Ikot Ojo	id=g:7073053
Ikot Ese	id=g:7073054
Nsasak	id=g:7073055
Eriam Ata Essien	id=g:7073056
Ikot Akpan	id=g:7073057
Ikot-Ukpong	id=g:7073058
Mbiakpan	id=g:7073059
Ikot Ebom	id=g:7073060
Ikot Mpon	id=g:7073061
Aku	id=g:7073158
Onen	id=g:7073159
Ezira	id=g:7073160
Umuseke Umunze	id=g:7073161
Awka-Agbobu	id=g:7073162
Ndi-Ukwu	id=g:7073163
Ngwogwa	id=g:7073206
Amagu	id=g:7073207
Ake-Eze Ukwu	id=g:7073208
Ugwuenu	id=g:7073209
Amiyima	id=g:7073210
Ogo Ubi	id=g:7073211
Amizu	id=g:7073212
Ndibe	id=g:7073213
Ndi Uche	id=g:7073214
Ameta	id=g:7073215
Nduhu	id=g:7073216
Umu-Ezegem	id=g:7073217
Ndia-Akeme	id=g:7073218
Owerri Akokwa	id=g:7073219
Ndiadumora	id=g:7073220
Ntueke	id=g:7073221
Obodo	id=g:7073222
Umuowa	id=g:7073223
Aro-Ndibisi	id=g:7073224
Amuraw	id=g:7073225
Ogele	id=g:7073226
Ndiawa	id=g:7073227
Elugu Ogeh	id=g:7073228
Alababa Hill	id=g:7073229
Umu Eze	id=g:7073230
