Eparchía Kydonías	id=g:445436
Astir Of Paros	id=g:6505059
Miramare Hotel	id=g:6505079
Rodos Palace	id=g:6505150
Agnantia Hotel Apartment	id=g:6505179
Iniohos Hotel	id=g:6505184
Phidias	id=g:6505225
Emelisse Hotel	id=g:6505804
Pyrgos Of Mytilene	id=g:6505896
Kipriotis Royal Village	id=g:6505934
Iberostar Kirpiotis Panorama Ho	id=g:6505980
Mhr Pantheon Deluxe Villas	id=g:6506051
Balmyra Beach Hotel	id=g:6506057
Chios Chandris Hotel	id=g:6506058
Blue Bay	id=g:6506105
Roxani	id=g:6506354
Belvedere	id=g:6506379
Mykonos Palace Beach Hotel	id=g:6506454
Sun Land Rhodes Hotel	id=g:6506510
Lindos Mare	id=g:6506514
Antonios	id=g:6506528
Agios Nikolaos	id=g:6506598
Diakonia Hotel	id=g:6506658
Kiotari Bay	id=g:6506797
Zannos Melathron Hotel	id=g:6506838
Kontis	id=g:6506843
Mykonos Grand Hotel And Resort	id=g:6506857
Alexandros Village Hotel	id=g:6506871
Porto Bello	id=g:6506893
Katikies	id=g:6506906
London Hotel	id=g:6506919
Porto Naxos	id=g:6507163
Aeolian Village	id=g:6507164
Kamari Beach Hotel	id=g:6507290
Honeymoon Petra Villas	id=g:6507379
Lakki Village	id=g:6507418
Ilio Mare	id=g:6507499
Rose Bay Hotel	id=g:6507538
Aegean Plaza Hotel	id=g:6507598
Athina Hotel	id=g:6507615
Poseidon Chalkidiki	id=g:6507660
Best Western Hotel Rozos	id=g:6507816
Arion Palace Hotel	id=g:6507844
Mastichari Bay	id=g:6507896
Asteras Villas	id=g:6507905
Oasis Suites Apartments	id=g:6508347
Villa Renos	id=g:6508441
Grand Resort Lagonissi	id=g:6508606
Belvedere Hotel	id=g:6508738
Byzantion Lakonia	id=g:6509031
Elysium Hotel	id=g:6509334
Thermae Sylla Spa	id=g:6509616
Kivotos	id=g:6509632
Acropolis Select Hotel	id=g:6509681
Amoudi Villas	id=g:6509692
Elounda Mare Hotel	id=g:6509802
Semeli Hotel	id=g:6510046
Poseidon Of Paros	id=g:6510112
Lc Vedema Resort	id=g:6510341
Princess Of Mykonos	id=g:6510598
Astoria Capsis Hotel	id=g:6510830
Minos Palace Hotel	id=g:6510984
Olympic Hotel	id=g:6511177
Divani Apollon Palace And Spa	id=g:6511561
Oscar Inn Hotel	id=g:6511565
Candia Hotel	id=g:6511965
Grecotel Mykonos Blu	id=g:6512045
Yria Resort	id=g:6512092
San Marco Hotel	id=g:6512197
Porto Perissa Hotel	id=g:6512225
Santorini Image Hotel	id=g:6512240
San Giorgio Hotel	id=g:6512568
Petinos Resort Complex	id=g:6512578
The Aegialis Hotel	id=g:6512601
Nikos Villas	id=g:6512791
Agla Hotel	id=g:6512826
Silva Maris All Inclusive Beac	id=g:6513404
Ios Palace Hotel	id=g:6513598
Golden Age Hotel	id=g:6514165
Dorian Inn	id=g:6515399
El Greco Hotel Apartments	id=g:6515472
Metropolitan Hotel	id=g:6515701
Candia Park Village	id=g:6515985
Blazer Suites Hotel	id=g:6516085
Golden Sun Hotel Athens	id=g:6516168
Sun Rocks Villas - Couples Only	id=g:6516339
The Westin Athens Astir Palace	id=g:6516515
Akali Hotel	id=g:6516981
Savoy Hotel	id=g:6517371
Hotel Adonis Mykonos	id=g:6517627
Aeolos Beach Hotel	id=g:6517652
Ilion Hotel	id=g:6518191
Corfos Bay Resort	id=g:6518213
Aeolis Hotel	id=g:6518238
Scorpios Beach Apartments And S	id=g:6518261
Apollo Hotel	id=g:6518284
Cosmos Hotel	id=g:6518428
Athens Lycabetus	id=g:6518433
Myconian K Hotel	id=g:6518455
Thalassa Seaside Resort	id=g:6518456
Hotel Louxembourg	id=g:6518492
Phidias Hotel	id=g:6518496
The Phenix Hotel	id=g:6518499
Omiros Hotel	id=g:6518514
Grecotel Kalliston	id=g:6518523
Hotel Villa Ilias	id=g:6518656
Villa Elkaza	id=g:6518683
Alvion Hotel	id=g:6518688
Kavos Bay Seafront Hotel	id=g:6518699
Blue Angel Villa	id=g:6518723
Arethusa Hotel	id=g:6518725
Joker Hotel	id=g:6518726
Bill And Coo Suites And Lounge	id=g:6518728
Hotel Rotonda	id=g:6518830
Zeus Apartments	id=g:6518831
Claridge Hotel	id=g:6518885
Hotel Anessis	id=g:6518921
Attalos Hotel	id=g:6518952
Triton Hotel	id=g:6518965
Saronicos Hotel	id=g:6519001
Ochre And Brown Boutique Hotel	id=g:6519187
Acqua Vatos Hotel	id=g:6519206
Delice Hotel Apartments	id=g:6519457
Antinea Hotel	id=g:6519498
Anezina Village	id=g:6519513
Epavlis Hotel	id=g:6519520
Kalypso Hotel	id=g:6519539
Achillion Hotel	id=g:6519697
Andromeda	id=g:6519819
Best Western The Museum Spa	id=g:6519948
Airotel Malaconda Beach	id=g:6519963
Tropical Beach	id=g:6520134
Hotel Lida	id=g:6520210
Volcano S Villas	id=g:6520241
Castro Hotel	id=g:6520271
Orloff Resort	id=g:6520319
Kos Imperial Hotel	id=g:6520346
Politeia Hotel	id=g:6520380
Cretasun Apartments	id=g:6520471
Corfu Sea Gardens	id=g:6520494
Porto Palace Hotel	id=g:6520509
Kallisti	id=g:6520515
Belvedere Hotel Santorini	id=g:6520516
Renia Hotel Apartments	id=g:6520528
Athos Hotel	id=g:6520542
Pan Hotel	id=g:6520564
Kanelli Beach Hotel	id=g:6520625
Gaia Garden Hotel	id=g:6520695
Daios Luxury Living	id=g:6520697
Andys Plaza	id=g:6520710
Agrabella Hotel	id=g:6520763
Afroditi Venus Hotel	id=g:6520775
Patras Palace Hotel	id=g:6520792
Famissi Hotel	id=g:6520842
Sandy Beach Hotel	id=g:6520860
Hotel Benois	id=g:6520884
Palladion Hotel	id=g:6520903
Arion Hotel	id=g:6520941
Hotel Egnatia Grand	id=g:6520951
Galaxy Hotel	id=g:6520988
Salty Beach Studios	id=g:6521002
Ionian Hotel Naos	id=g:6521170
Elpida Hotel	id=g:6521185
Tholos Resort	id=g:6521272
Lc Mystique	id=g:6521298
Athinaikon Hotel	id=g:6521330
Piraeus Dream	id=g:6521385
Baha Ammes Apartments	id=g:6521437
Roussos Beach Hotel	id=g:6521565
Anesis Hotel	id=g:6521571
Akti Aphrodite Hotel	id=g:6521588
Aenos Hotel	id=g:6521640
Nomikos Villas	id=g:6521704
Meliton Beach Porto Carras	id=g:6521746
Best Western Four Seasons	id=g:6521942
Alexandra Beach	id=g:6522164
Minoa Hotel	id=g:6522206
Palatino Hotel	id=g:6522209
Hotel And Congress Ctr Du Lac	id=g:6522226
Aldemar Royal Mare Village	id=g:6522323
Villa On The Rocks	id=g:6522344
Continental Palace Hotel	id=g:6522358
Despina Villa And Apartments	id=g:6522392
Thera Mare Boutique Hotel	id=g:6522415
Villas Mobi	id=g:6522585
Hotel Bakos	id=g:6522619
Alexandros Hotel	id=g:6522684
Golden Sun Hotel	id=g:6522809
Delfini Hotel	id=g:6522845
Fortezza Hotel	id=g:6522847
Ourania Apartments	id=g:6522879
Kastro	id=g:6522918
Tamarix Del Mar Suites	id=g:6522940
Attica Dolphin Resort	id=g:6522952
Lagos Mare	id=g:6522962
Ekies All Senses Resort	id=g:6522977
Kos Aktis Art Hotel	id=g:6523040
Grecotel Kos Imperial	id=g:6523115
Korifi Studios	id=g:6523145
Studios Artemis Caldera Sight	id=g:6523147
Nafsika Hotel	id=g:6523150
Portofico Hotel	id=g:6523178
Les Lazaristes Hotel	id=g:6523241
Mediterranean Beach Resort Hote	id=g:6523357
Olive Garden Houses	id=g:6523431
Grecotel Eva Palace	id=g:6523475
Caravel Hotel Zante	id=g:6523587
Mykonos Luxury Villas	id=g:6523621
Hotel Diethnes	id=g:6523638
Caldera View Resort	id=g:6523650
Art Hotel Athens	id=g:6523727
Filoxenia Hotel	id=g:6523879
Esperia Hotel	id=g:6523887
San Steffano Hotel	id=g:6523925
Caldera S Lilium Villa	id=g:6523930
Hotel Lefkas	id=g:6523983
Halepa Hotel	id=g:6523989
Hotel Evi	id=g:6523990
Best Western Lingos Hotel	id=g:6524012
Ariti Hotel	id=g:6524038
Petasos Town Hotel	id=g:6524134
Poseidon Hotel	id=g:6524138
Petasos Beach Resort   Spa	id=g:6524167
Dukato Hotel	id=g:6524183
Kassandra Bay Hotel	id=g:6524296
Delfinia Hotel	id=g:6524297
Hotel Koala	id=g:6524348
Hotel Galaxy  Kefalonia	id=g:6524349
Grecotel Creta Palace	id=g:6524381
Iliessa Beach Hotel	id=g:6524461
Telesilla Hotel	id=g:6524463
Aria Suites	id=g:6524541
Sea View Hotel	id=g:6524556
Sami Beach Hotel	id=g:6524631
Delphi Art Hotel Athens	id=g:6525036
Dionysos Hotel	id=g:6525060
Airotel Achaia Beach	id=g:6525064
Anny Studios  Perissa Beach	id=g:6525080
Periscope Hotel	id=g:6525236
St  Nicolas Bay Resort Hotel	id=g:6525308
Odeon	id=g:6525626
Cliffside Suites	id=g:6525764
Hotel Benitses Arches	id=g:6525785
Porto Skala Hotel Village	id=g:6525825
La Maltese Estate	id=g:6525855
Best Western Hotel Caterina	id=g:6525989
The Bourtzi Hotel	id=g:6525991
Aegeon Beach Hotel	id=g:6526003
Panorama Hotel	id=g:6526081
Meltemi Residence   Suites	id=g:6526147
Villa Atlantis Beach	id=g:6526159
Mythos Palace	id=g:6526160
Grecotel Mandola Rosa Suites	id=g:6526171
Scala Apartments	id=g:6526342
Magna Grecia Boutique Hotel	id=g:6526344
Nefeli Hotel	id=g:6526381
Meltemi Village	id=g:6526504
Alkyon Resort Hotel	id=g:6526505
Residence Suites	id=g:6526543
Porto Elounda De Luxe Resort	id=g:6526554
Melina Hotel	id=g:6526557
The Traditional Homes Of Crete	id=g:6526566
Ionian Aqualand Village Hotel	id=g:6526828
Kalidon Hotel	id=g:6526873
Anny Hotel Santorini Island	id=g:6526903
Aldemar Olympian Village	id=g:6526945
Pegasus Suites Hotel	id=g:6527008
Kalidon Palace Hotel	id=g:6527129
El Greco Hotel	id=g:6527267
Katrin Hotel And Bungalows	id=g:6527512
Blue Sea Beach Hotel	id=g:6527550
Athens Mirabello Hotel	id=g:6527568
Oceanis Hotel	id=g:6527591
Galini Palace	id=g:6527592
Best Western Dore Hotel	id=g:6527600
Ionian Hotel Lido Corfu Sun	id=g:6527603
Apollo Beach Rhodes	id=g:6527653
Grand Hotel Palace	id=g:6527677
Volcano View  Hotel	id=g:6527715
Aristea Hotels	id=g:6527718
Best Western Elysium Design	id=g:6527745
Hotel Sunny Villas	id=g:6527852
Diamond Palace	id=g:6527884
Portes Palace	id=g:6528057
Anixis	id=g:6528069
Hotel Hermes	id=g:6528149
Sunset Kos	id=g:6528283
Kavos Bay Seafront Hotel  Studi	id=g:6528286
Ilianthos Village	id=g:6528375
Santorini Kastelli Resort	id=g:6528405
Capsis Bristol Hotel	id=g:6528622
Capsis Hotel Rhodes	id=g:6528651
Panorama Blue	id=g:6528811
Ostraco Suites Mykonos	id=g:6528843
Santikos Mansion	id=g:6528862
Icons Hotel	id=g:6528924
Notos Therme And Spa	id=g:6528975
Eretria Village	id=g:6529079
Pentelikon Hotel	id=g:6529092
Summer Lodge	id=g:6529123
Elounda Gulf Villas And Suites	id=g:6529124
Kouros Hotel And Suites	id=g:6529178
Oceanis Beach Resort	id=g:6529182
Alia Palace	id=g:6529239
Aldemar Paradise Village	id=g:6529656
Grecotel Cape Sounio	id=g:6529706
Apladas Beach Chania	id=g:6529771
Capsis Resort Crete	id=g:6529794
Albatros Hotel	id=g:6530097
Loizos Apartments	id=g:6530186
Bw Porto Veneziano Hotel	id=g:6530201
Best Western Hotel Vergina	id=g:6530478
Best Western Zante Park Hotel	id=g:6530581
Bw Hotel Europa	id=g:6530674
Bw Hotel Fenix	id=g:6530750
Coral Hotel	id=g:6530904
Best Western Ilisia Hotel	id=g:6531129
Bw Dionysos Hotel	id=g:6531139
Bw Lucy Hotel	id=g:6531340
Bw The Park Hotel	id=g:6531417
Perle Resort Hotel And Health S	id=g:6531557
Aegean Suites Hotel	id=g:6531687
Apollo Aegina	id=g:6531804
Bw Hotel Plaza	id=g:6532064
Melenos Lindos Hotels	id=g:6532168
Orizontes Santorini	id=g:6532236
Nepheli Hotel	id=g:6532294
Amazon Hotel	id=g:6532351
Paradise Hotel	id=g:6532353
On The Rocks	id=g:6532463
Mediterranean Royal Hotel	id=g:6532549
Paros Agnanti	id=g:6532760
Veggera Hotel	id=g:6532815
Alexia Hotel	id=g:6533062
Young Inn	id=g:6544035
Dimitra Hotel and Apartments	id=g:6612068
Kokkini Nirou	id=g:6612069
Pan Asia	id=g:6612070
Dionisos Apartments	id=g:6612071
Perissa	id=g:6620991
Perivolos	id=g:6620992
Pounta	id=g:6620993
Dionisiou Beach	id=g:6621603
Possidi	id=g:6621604
Sani	id=g:6621605
Vourvourou	id=g:6621607
Ormos Panagias	id=g:6621608
Porto Carras	id=g:6621609
Psakoudia	id=g:6621610
Toroni	id=g:6621612
Lefkos	id=g:6621613
Kira Panagia	id=g:6621614
Adia	id=g:6621615
Kiotari	id=g:6621616
Pefki	id=g:6621617
Charaki	id=g:6621619
Kalithèa	id=g:6621620
Koskinoù	id=g:6621621
Theologòs	id=g:6621622
Archipolis	id=g:6621623
Skala Kàmirou	id=g:6621624
Vlicha	id=g:6621625
Kalathos	id=g:6621626
Platania	id=g:6621627
Ladiko	id=g:6621628
Malonas	id=g:6621629
Pefki	id=g:6621630
Prokopi	id=g:6621631
Porto Katsiki	id=g:6621632
Agios Sostis	id=g:6621633
Laganas	id=g:6621634
Platy Yialos	id=g:6621637
Thasos	id=g:6633834
Alimos	id=g:6639653
Fiskardo	id=g:6640173
Lassi	id=g:6640174
Trapezaki	id=g:6640175
Porto Heli	id=g:6640249
Mati	id=g:6690255
Agios Ioannis	id=g:6690774
Agios Georgios	id=g:6690887
Agies Paraskies Elementary School	id=g:6691751
Kelia	id=g:6691756
Koroibos Stadium	id=g:6691759
Sykaminias	id=g:6691879
Parikia	id=g:6692167
Skala (Patmos)	id=g:6692171
Loggos (Paxos)	id=g:6692172
Gialova	id=g:6692173
Agios Prokopios	id=g:6692203
Maragas	id=g:6692204
Skala (Patmos)	id=g:6692205
Kardamili	id=g:6692209
Dhiktean Cave	id=g:6692210
Castello del Molo	id=g:6692211
Tolo (Peloponnesos)	id=g:6692219
Leptokaria (Pieria)	id=g:6692220
Lithochoro (Pieria)	id=g:6692221
Platamonas	id=g:6692222
Pilion	id=g:6692223
Horefto	id=g:6692224
Platanidia	id=g:6692225
Kolymbia	id=g:6692226
Tholos (Rhodos)	id=g:6692228
Balos (Samos)	id=g:6692229
Imerovigli	id=g:6692231
Agia Paraskevi	id=g:6692232
Koukounaries	id=g:6692233
Potos (Thassos)	id=g:6692234
Skala Panagia (Golden Beach)	id=g:6692235
Kalamaki (Peloponnesos)	id=g:6692236
Vassilikos	id=g:6692238
Pedi	id=g:6692386
Agia Marina (Aegina)	id=g:6692629
Alonissos	id=g:6692631
Attica	id=g:6692632
Kataraktis	id=g:6692634
Vrondados	id=g:6692636
Acharavi	id=g:6692637
Agios Gordis	id=g:6692638
Agios Georgis	id=g:6692641
Alikes	id=g:6692642
Barbati	id=g:6692643
Benitses	id=g:6692644
Boukari	id=g:6692645
Dassia	id=g:6692646
Kontokali	id=g:6692647
Nissaki	id=g:6692648
Cycladen	id=g:6692649
Sporaden	id=g:6692650
Lichnos	id=g:6692652
Gerakini	id=g:6692653
Kriopigi	id=g:6692655
Metamorfosi	id=g:6692656
Nikiti	id=g:6692659
Ouranopoli	id=g:6692660
Pefkochori	id=g:6692661
Gialiskari	id=g:6692662
Kantouni	id=g:6692663
Masouri	id=g:6692664
Myrties	id=g:6692665
Telendos	id=g:6692666
Amoopi	id=g:6692667
Agia Efimia	id=g:6692668
Skala (Kefalonia)	id=g:6692669
Lourdas	id=g:6692682
Tigaki	id=g:6692684
Adele	id=g:6692686
Agia Galini	id=g:6692687
Anissaras	id=g:6692690
Atsipopoulo	id=g:6692691
Chrissi Akti	id=g:6692693
Ferma	id=g:6692695
Fodele	id=g:6692696
Georgioupolis	id=g:6692697
Houdetsi	id=g:6692699
Istro	id=g:6692700
Linoperamata	id=g:6692701
Misiria	id=g:6692702
Sfakaki	id=g:6692704
Tavronitis	id=g:6692705
Pano Chersonissos	id=g:6692706
Geni	id=g:6692707
Ligia	id=g:6692708
Nidri	id=g:6692709
Paleros	id=g:6692710
Krithoni	id=g:6692712
Anaxos	id=g:6692713
Kalafati	id=g:6692714
Elia	id=g:6692716
Ornos	id=g:6692717
Psarou	id=g:6692718
Paraga	id=g:6692719
Eftalou	id=g:6692720
Petra (Lesbos)	id=g:6692721
Μεσολόγγι	id=g:6693122
Χρυσομηλιά	id=g:6693182
Βερόπουλος	id=g:6693183
Γήπεδο Χαλανδίου	id=g:6693184
Σισμανόγλειο Νοσοκομείο	id=g:6693185
Μαρινόπουλος	id=g:6693186
Σπηλιά Πεντέλης	id=g:6693187
Οδός λιθαγωγίας	id=g:6693188
Άγιος Παντελεήμων	id=g:6693189
Αστεροσκοπείο	id=g:6693190
Στενό Ευρίπου	id=g:6693191
Οδηγήτρια	id=g:6693362
Καραβάς	id=g:6693363
Κάσιδες	id=g:6693364
Μίαναι	id=g:6693365
Σπακωτός	id=g:6693366
Μοναστηριώτικο	id=g:6693368
Κασουλιάς	id=g:6693369
Ágios Ioánnis, Pélion	id=g:6693766
Hotel Oasis	id=g:6694113
Mylos Giorgaki	id=g:6694829
Myrtiotissa	id=g:6695193
Glyfada	id=g:6695194
Anatolikos Olympos	id=g:6695513
Gythio	id=g:6695515
Itilo	id=g:6695516
Μαυροράχη	id=g:6696128
Boren	id=g:6696624
Manastir	id=g:6696625
Evita Bay	id=g:6696869
Άκρα Αλωνική	id=g:6697050
Préveli	id=g:6697235
Piso Moní Préveli	id=g:6697236
Káto Préveli	id=g:6697237
ΑΥΓΟ ΠΕΡΙΒΟΛΙΟΥ	id=g:6697240
ΦΛΕΓΓΑ ΠΕΡΙΒΟΛΙ	id=g:6697241
FLEGGA DRAGONLAKES PERIVOLI	id=g:6697242
ΑΗΛΙΑΣ	id=g:6697243
ΠΕΡΙΟΧΗ  ΠΕΡΙΒΟΛΙΟΥ	id=g:6697244
ΑΡΚΟΥΔΟΡΕΜΑ- ΠΡΙΟΝΙΑ-ΠΕΡΙΒΟΛΙ	id=g:6697245
ΠΥΡΗΝΑΣ VALIA CALDA  PERIVOLI	id=g:6697246
REGION  ΠΕΡΙΒΟΛΙ	id=g:6697248
KAENIQ	id=g:6697250
ΑΗ ΣΩΤΗΡΑΣ	id=g:6697251
ΑΣΠΡΟΠΟΤΑΜΟΣ  ΑΡΟΥΟΥ ΑΛΜΠΟΥ  ΠΕΡΙΒΟΛΙ	id=g:6697252
ΤΙΖΑ	id=g:6697253
BAITANI PERIVOLI	id=g:6697254
ΠΑΝΑΓΙΑ	id=g:6697255
KONTA EISAI	id=g:6697256
valia calda-hotel	id=g:6697404
agios nikolaos	id=g:6697405
dasarhio	id=g:6697406
Psaroharako	id=g:6697432
Tertsa	id=g:6697433
Vatos	id=g:6697434
Psari Forada	id=g:6697435
Faflagos	id=g:6697436
Kalikovrehtis	id=g:6697437
Latomia	id=g:6697438
Xerokampos	id=g:6697439
Arvi	id=g:6697440
Arvi	id=g:6697441
Agios Antonios	id=g:6697442
Pateles	id=g:6697443
Trohaloi	id=g:6697444
Cape Peristergionas	id=g:6697445
Cape Peristergionas	id=g:6697446
Skoutaris river	id=g:6697447
Kentra	id=g:6697448
Kerato	id=g:6697449
Kastri	id=g:6697450
Maridaki	id=g:6697451
Tsoutouros	id=g:6697452
Koudoumas	id=g:6697453
Arvis Gorge	id=g:6697454
Keralimeniotissa	id=g:6697455
Ano Kornias	id=g:6697456
Vigla	id=g:6697457
Kolympoi	id=g:6697458
Ypakougis cave	id=g:6697462
Simi	id=g:6697463
Battle Simis	id=g:6697464
Omalos Plateau	id=g:6697465
Kolibi	id=g:6697466
Pramiana	id=g:6697468
Xerokampos Vahou	id=g:6697469
Psathas	id=g:6697470
Kapsali	id=g:6697471
Profitis Ilias	id=g:6697472
Agia Moni	id=g:6697473
Patouhas	id=g:6697474
Roussa Kefala	id=g:6697475
Mine Vahou	id=g:6697476
WWII Viannos area Memorial site	id=g:6697477
Plakoti	id=g:6697478
Mavro Vouno	id=g:6697479
Panagia Ligiotissa	id=g:6697480
Falkonia	id=g:6697481
Pano Trapeza	id=g:6697482
Kato Trapeza	id=g:6697483
Sikologos Olive Oil	id=g:6697484
Voliares	id=g:6697485
Gorge Keralimeniotissas	id=g:6697486
Pastida	id=g:6697693
Central Greece	id=g:6697800
Central Macedonia	id=g:6697801
Crete	id=g:6697802
East Macedonia and Thrace	id=g:6697803
Epirus	id=g:6697804
Ionian Islands	id=g:6697805
North Aegean	id=g:6697806
Peloponnese	id=g:6697807
South Aegean	id=g:6697808
Thessaly	id=g:6697809
West Greece	id=g:6697810
West Macedonia	id=g:6697811
Mouri	id=g:6698226
Ano Pefkos	id=g:6698366
Ai Thodoras	id=g:6698367
Alonakia	id=g:6698368
Armenopetra	id=g:6698369
Skouros	id=g:6698370
Listis	id=g:6698371
Spastis	id=g:6698372
International Airport Thessaloniki Macedonia	id=g:6753915
Mármaro	id=g:6778146
Ágia Ánastasía	id=g:6778188
Bára	id=g:6778191
Ákra Bára	id=g:6778192
Pýrgos	id=g:6778193
Ágios Sotír	id=g:6778375
Liménas Áthykís	id=g:6778442
Ávathí Vespasinoý	id=g:6779060
Ágios Sïylanos	id=g:6779061
Syala	id=g:6779062
Ágios Konstantinós	id=g:6779063
Trimívi	id=g:6779064
Scholí Georn.	id=g:6779065
Áer. Sédes	id=g:6779066
Toýmpa	id=g:6779067
Charitháoy	id=g:6779068
Ágios Trýfon	id=g:6779069
Scholí Ámeriyaniyí Teorgiyí	id=g:6779070
Mikra	id=g:6779071
Nótos Koíni	id=g:6779072
Áretsoń	id=g:6779073
Alatíní	id=g:6779074
Ánálipsis	id=g:6779075
Pýrgos Leykós	id=g:6779076
Ágia Sofía	id=g:6779077
Ágios Dimítrios	id=g:6779078
Kallithéa	id=g:6779079
Éitafýgion	id=g:6779080
Esso	id=g:6779081
Mamidoil	id=g:6779082
Paliománno	id=g:6779083
Chinaroý	id=g:6779084
Kavoýra	id=g:6779252
Hotel Philippos-Xenia	id=g:6929997
Latsida	id=g:6930094
Kalamitsi beach	id=g:6930121
Kalogria beach	id=g:6930122
Stoupa beach	id=g:6930123
Ritsa beach	id=g:6930132
Foneas beach	id=g:6930133
Delphinia beach	id=g:6930134
Kalamata beach	id=g:6930135
Almyros beach	id=g:6930136
Touristiko beach	id=g:6930138
Akrogiali beach	id=g:6930139
Santova beach	id=g:6930140
Azolimnos beach	id=g:6930310
Vari beach	id=g:6930311
Axladi beach	id=g:6930312
Megas Gialos beach	id=g:6930313
Ampela beach	id=g:6930314
Komito beach	id=g:6930315
Agathopes Beach	id=g:6930316
Fetouri beach	id=g:6930317
Foinikas beach	id=g:6930318
Kokkina beach	id=g:6930319
Agia Pakou beach	id=g:6930320
Galissas beach	id=g:6930321
Lotos beach	id=g:6930322
Kini beach	id=g:6930323
Delphini beach	id=g:6930324
Asteria beach	id=g:6930325
Kimata beach	id=g:6930326
Chorefto Beach	id=g:6941071
Meteora	id=g:6941098
Kalotaritissa	id=g:6941717
Aegiali	id=g:6941718
Tsonia	id=g:6941719
Limeni Geraka	id=g:6941720
Petrified Forest of Lesbos	id=g:6941721
Agia Kyriaki	id=g:6941722
Kastraki	id=g:6941727
Chozoviotissa Moni	id=g:6941728
Kechros	id=g:6941729
Olympus National Park	id=g:6941814
Kallithea	id=g:6942391
Agía Pelagía	id=g:6942392
Kamari	id=g:6942423
Kato Stalos	id=g:6942424
Aghii Apostoloi	id=g:6942425
6th Lyceum of Kalamaria	id=g:6942434
Marina of Aretsou (boat harbour)	id=g:6942435
Aghios Nikolaos	id=g:6942637
Aghios Dimitrios	id=g:6942638
Kelefas Castle	id=g:6942639
Limeni	id=g:6942640
Neo-Kastro	id=g:6942689
Nestor’s Cave	id=g:6942690
Paleokastro	id=g:6942691
Aghios Prokopios beach	id=g:6942743
Aghios Georgios beach	id=g:6942744
Aghia Anna beach	id=g:6942745
Maragkas beach	id=g:6942746
Plaka beach	id=g:6942748
Mikri Vigla beach	id=g:6942749
Kastraki beach	id=g:6942750
Aliko beach	id=g:6942751
Pyrgaki beach	id=g:6942752
Agiassos beach	id=g:6942753
Kalantos beach	id=g:6942754
Psili Ammos beach	id=g:6942755
Lionas beach	id=g:6942756
Apollonas beach	id=g:6942757
Grotta beach	id=g:6942758
Amitis beach	id=g:6942760
Alyki	id=g:6942763
Kolympitres	id=g:6942765
Skotina Beach	id=g:6942773
Pantelehmonas Beach	id=g:6942774
Platamonas Beach	id=g:6942776
Nei Pori Beach	id=g:6942777
Nea Mesagkala Beach	id=g:6942778
Kouloura Beach	id=g:6942779
Stomio Beach	id=g:6942781
Ntammouchari Beach	id=g:6942784
Papa Nero Beach	id=g:6942785
Mylopotamos Beach	id=g:6942786
Banikas Beach	id=g:6942788
Limnionas Beach	id=g:6942789
Fakistra Beach	id=g:6942790
Plaka Beach	id=g:6942791
Varkes Beach	id=g:6943291
Nea Potidea Beach	id=g:6943292
Nea Fokea Beach	id=g:6943293
Αfytos Beach	id=g:6943294
Kallithea Beach	id=g:6943295
Solina Beach	id=g:6943296
Lefki Peristera Beach	id=g:6943297
Polychrono Beach	id=g:6943298
Chanioti Beach	id=g:6943299
Pefkochori Beach	id=g:6943300
Glarokampos Beach	id=g:6943303
Alonaki Beach	id=g:6943304
Paliouri Beach	id=g:6943305
Loutra Beach	id=g:6943306
Skioni Beach	id=g:6943307
Dimos Artas	id=g:6943434
Dimos Filotheis	id=g:6943438
Kedrodasos Beach	id=g:6943480
Aspri Limni Beach	id=g:6943481
Voulolimni Beach	id=g:6943482
Γεφύρι της Άρτας	id=g:6943486
Stavros	id=g:6945402
Damnoni	id=g:6945403
Larissa Hauptbahnhof	id=g:6947690
Hafen Piräus	id=g:6947692
Agora	id=g:6947693
Dionysostheater	id=g:6947695
Dionysostheater	id=g:6947696
Griechische Nationalbibliothek	id=g:6947700
Hadriansbibliothek	id=g:6947701
Kerameikos	id=g:6947705
Kloster Daphni	id=g:6947706
Kloster Kesariani	id=g:6947707
Lykabettus	id=g:6947708
Nationalgalerie	id=g:6947709
Odeon des Herodes Atticus	id=g:6947710
Olympia-Sportkomplex Athen	id=g:6947711
Olympieion	id=g:6947712
Panathinaikon-Stadion	id=g:6947713
Philopapposdenkmal	id=g:6947714
Pnyx	id=g:6947715
Schiffsmuseum Trokadero Marina	id=g:6947716
